created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2023-06-09T23:24:13+05:30,1,0.32258,98.50000,75.00000,,,,
2023-06-09T23:24:31+05:30,2,2.58065,98.50000,75.00000,,,,
2023-06-09T23:24:49+05:30,3,1.29032,98.50000,75.00000,,,,
2023-06-09T23:25:07+05:30,4,0.00000,98.50000,75.00000,,,,
2023-06-09T23:25:41+05:30,5,0.00000,98.50000,75.00000,,,,
2023-06-09T23:25:59+05:30,6,1.93548,98.50000,75.00000,,,,
2023-06-09T23:26:16+05:30,7,1.61290,98.50000,75.00000,,,,
2023-06-09T23:26:33+05:30,8,0.96774,98.50000,75.00000,,,,
2023-06-09T23:26:48+05:30,9,1.93548,98.50000,75.00000,,,,
2023-06-09T23:27:06+05:30,10,0.32258,98.50000,75.00000,,,,
2023-06-09T23:27:24+05:30,11,1.93548,98.50000,75.00000,,,,
2023-06-09T23:27:42+05:30,12,1.29032,98.50000,75.00000,,,,
2023-06-09T23:27:59+05:30,13,2.25806,98.50000,75.00000,,,,
2023-06-09T23:28:17+05:30,14,1.93548,98.50000,75.00000,,,,
2023-06-09T23:28:34+05:30,15,2.58065,98.50000,75.00000,,,,
2023-06-09T23:29:17+05:30,16,98.50000,75.00000,0.64516,,,,
2023-06-09T23:29:34+05:30,17,98.50000,75.00000,2.58065,,,,
2023-06-09T23:29:52+05:30,18,98.50000,75.00000,0.00000,,,,
2023-06-09T23:30:09+05:30,19,98.50000,75.00000,0.96774,,,,
2023-06-09T23:30:27+05:30,20,98.50000,75.00000,1.93548,,,,
2023-06-09T23:30:45+05:30,21,98.50000,75.00000,1.61290,,,,
2023-06-09T23:31:03+05:30,22,98.50000,75.00000,2.90323,,,,
2023-06-09T23:31:21+05:30,23,98.50000,75.00000,2.25806,,,,
2023-06-09T23:31:38+05:30,24,98.50000,75.00000,1.93548,,,,
2023-06-09T23:31:56+05:30,25,98.50000,75.00000,2.25806,,,,
2023-06-09T23:32:13+05:30,26,98.50000,75.00000,0.32258,,,,
2023-06-09T23:32:31+05:30,27,98.50000,75.00000,2.58065,,,,
2023-06-09T23:32:48+05:30,28,98.50000,75.00000,0.96774,,,,
2023-06-09T23:33:06+05:30,29,98.50000,75.00000,0.32258,,,,
2023-06-09T23:33:23+05:30,30,98.50000,75.00000,1.29032,,,,
2023-06-09T23:33:40+05:30,31,98.50000,75.00000,1.93548,,,,
2023-06-09T23:33:58+05:30,32,98.50000,75.00000,1.61290,,,,
2023-06-09T23:34:14+05:30,33,98.50000,75.00000,2.58065,,,,
2023-06-09T23:34:32+05:30,34,98.50000,75.00000,2.25806,,,,
2023-06-09T23:34:49+05:30,35,98.50000,75.00000,1.93548,,,,
2023-06-09T23:35:06+05:30,36,98.50000,75.00000,2.58065,,,,
2023-06-09T23:35:24+05:30,37,98.50000,75.00000,4.83871,,,,
2023-06-09T23:35:41+05:30,38,98.50000,75.00000,5.16129,,,,
2023-06-09T23:35:58+05:30,39,98.50000,75.00000,2.25806,,,,
2023-06-09T23:36:15+05:30,40,98.50000,75.00000,1.29032,,,,
2023-06-09T23:36:32+05:30,41,98.50000,75.00000,0.32258,,,,
2023-06-09T23:36:50+05:30,42,98.50000,75.00000,1.29032,,,,
2023-06-09T23:37:07+05:30,43,98.50000,75.00000,0.00000,,,,
2023-06-09T23:37:24+05:30,44,98.50000,75.00000,0.00000,,,,
2023-06-09T23:38:05+05:30,45,98.50000,75.00000,10.32258,,,,
2023-06-09T23:38:22+05:30,46,98.50000,75.00000,1.29032,,,,
2023-06-09T23:38:39+05:30,47,98.50000,75.00000,30.96774,,,,
2023-06-09T23:38:56+05:30,48,98.50000,75.00000,0.00000,,,,
2023-06-09T23:39:13+05:30,49,98.50000,75.00000,0.64516,,,,
2023-06-09T23:39:30+05:30,50,98.50000,75.00000,31.29032,,,,
2023-06-09T23:39:47+05:30,51,98.50000,75.00000,0.00000,,,,
2023-06-09T23:40:05+05:30,52,98.50000,75.00000,0.00000,,,,
2023-06-09T23:40:22+05:30,53,98.50000,75.00000,0.00000,,,,
2023-06-09T23:40:39+05:30,54,98.50000,75.00000,0.00000,,,,
2023-06-09T23:40:56+05:30,55,98.50000,75.00000,16.77419,,,,
2023-06-09T23:41:13+05:30,56,98.50000,75.00000,135.48387,,,,
2023-06-09T23:41:30+05:30,57,98.50000,75.00000,15.48387,,,,
2023-06-09T23:41:47+05:30,58,98.50000,75.00000,118.38709,,,,
2023-06-09T23:42:05+05:30,59,98.50000,75.00000,4.51613,,,,
2023-06-09T23:42:22+05:30,60,98.50000,75.00000,1.61290,,,,
2023-06-09T23:42:39+05:30,61,98.50000,75.00000,0.32258,,,,
2023-06-09T23:42:56+05:30,62,98.50000,75.00000,2.25806,,,,
2023-06-09T23:43:13+05:30,63,98.50000,75.00000,0.64516,,,,
2023-06-09T23:43:30+05:30,64,98.50000,75.00000,2.25806,,,,
2023-06-09T23:43:47+05:30,65,98.50000,75.00000,1.29032,,,,
2023-06-09T23:44:04+05:30,66,98.50000,75.00000,18.70968,,,,
2023-06-09T23:44:21+05:30,67,98.50000,75.00000,1.29032,,,,
2023-06-09T23:44:39+05:30,68,98.50000,75.00000,1.93548,,,,
2023-06-09T23:44:56+05:30,69,98.50000,75.00000,1.93548,,,,
2023-06-09T23:45:14+05:30,70,98.50000,75.00000,13.54839,,,,
2023-06-09T23:45:31+05:30,71,98.50000,75.00000,1.61290,,,,
2023-06-09T23:45:48+05:30,72,98.50000,75.00000,1.93548,,,,
2023-06-09T23:46:05+05:30,73,98.50000,75.00000,1.93548,,,,
2023-06-09T23:46:23+05:30,74,98.50000,75.00000,1.29032,,,,
2023-06-09T23:46:40+05:30,75,98.50000,75.00000,1.93548,,,,
2023-06-09T23:46:57+05:30,76,98.50000,75.00000,1.93548,,,,
2023-06-09T23:47:14+05:30,77,98.50000,75.00000,1.29032,,,,
2023-06-09T23:47:32+05:30,78,98.50000,75.00000,0.96774,,,,
2023-06-09T23:47:49+05:30,79,98.50000,75.00000,1.29032,,,,
2023-06-09T23:48:06+05:30,80,98.50000,75.00000,1.93548,,,,
2023-06-09T23:48:23+05:30,81,98.50000,75.00000,2.58065,,,,
2023-06-09T23:48:40+05:30,82,98.50000,75.00000,0.64516,,,,
2023-06-09T23:48:57+05:30,83,98.50000,75.00000,0.32258,,,,
2023-06-09T23:49:14+05:30,84,98.50000,75.00000,0.00000,,,,
2023-06-10T18:04:40+05:30,85,98.50000,75.00000,0.32258,,,,
2023-06-10T18:04:57+05:30,86,98.50000,75.00000,0.64516,,,,
2023-06-10T18:05:15+05:30,87,98.50000,75.00000,0.64516,,,,
2023-06-10T18:05:32+05:30,88,98.50000,75.00000,1.93548,,,,
2023-06-10T18:05:49+05:30,89,98.50000,75.00000,2.58065,,,,
2023-06-10T18:06:06+05:30,90,98.50000,75.00000,2.25806,,,,
2023-06-10T18:06:23+05:30,91,98.50000,75.00000,31.29032,,,,
2023-06-10T18:06:41+05:30,92,98.50000,75.00000,0.96774,,,,
2023-06-10T18:06:58+05:30,93,98.50000,75.00000,1.61290,,,,
2023-06-10T18:07:15+05:30,94,98.50000,75.00000,0.96774,,,,
2023-06-10T18:07:32+05:30,95,98.50000,75.00000,0.96774,,,,
2023-06-10T18:07:49+05:30,96,98.50000,75.00000,1.61290,,,,
2023-06-10T18:08:06+05:30,97,98.50000,75.00000,1.29032,,,,
2023-06-10T18:08:23+05:30,98,98.50000,75.00000,1.61290,,,,
2023-06-10T18:08:41+05:30,99,98.50000,75.00000,0.32258,,,,
2023-06-10T18:08:58+05:30,100,98.50000,75.00000,0.96774,,,,
2023-06-10T18:09:15+05:30,101,98.50000,75.00000,0.96774,,,,
2023-06-10T18:09:32+05:30,102,98.50000,75.00000,0.64516,,,,
2023-06-10T18:09:50+05:30,103,98.50000,75.00000,1.61290,,,,
2023-06-10T18:10:07+05:30,104,98.50000,75.00000,0.64516,,,,
2023-06-10T18:10:24+05:30,105,98.50000,75.00000,1.29032,,,,
2023-06-10T18:10:42+05:30,106,98.50000,75.00000,2.25806,,,,
2023-06-10T18:10:59+05:30,107,98.50000,75.00000,0.64516,,,,
2023-06-10T18:11:16+05:30,108,98.50000,75.00000,2.25806,,,,
2023-06-10T18:11:33+05:30,109,98.50000,75.00000,1.29032,,,,
2023-06-10T18:11:50+05:30,110,98.50000,75.00000,1.29032,,,,
2023-06-10T18:12:07+05:30,111,98.50000,75.00000,0.96774,,,,
2023-06-10T18:27:16+05:30,112,98.50000,75.00000,0.00000,,,,
2023-06-10T18:27:33+05:30,113,98.50000,75.00000,1.61290,,,,
2023-06-10T18:27:51+05:30,114,98.50000,75.00000,2.25806,,,,
2023-06-10T18:28:08+05:30,115,98.50000,75.00000,2.58065,,,,
2023-06-10T18:28:25+05:30,116,98.50000,75.00000,0.32258,,,,
2023-06-10T18:28:43+05:30,117,98.50000,75.00000,0.96774,,,,
2023-06-10T18:29:00+05:30,118,98.50000,75.00000,0.32258,,,,
2023-06-10T18:29:18+05:30,119,98.50000,75.00000,1.29032,,,,
2023-06-10T18:29:36+05:30,120,98.50000,75.00000,1.29032,,,,
2023-06-10T18:29:53+05:30,121,98.50000,75.00000,2.25806,,,,
2023-06-10T18:30:09+05:30,122,98.50000,75.00000,0.64516,,,,
2023-06-10T18:30:26+05:30,123,98.50000,75.00000,2.25806,,,,
2023-06-10T18:30:43+05:30,124,98.50000,75.00000,0.64516,,,,
2023-06-10T18:31:01+05:30,125,98.50000,75.00000,1.29032,,,,
2023-06-10T18:31:19+05:30,126,98.50000,75.00000,0.96774,,,,
2023-06-10T18:31:37+05:30,127,98.50000,75.00000,2.58065,,,,
2023-06-10T18:31:55+05:30,128,98.50000,75.00000,2.58065,,,,
2023-06-10T18:32:12+05:30,129,98.50000,75.00000,1.61290,,,,
2023-06-10T18:32:30+05:30,130,98.50000,75.00000,0.96774,,,,
2023-06-10T18:32:47+05:30,131,98.50000,75.00000,0.00000,,,,
2023-06-10T18:33:05+05:30,132,98.50000,75.00000,2.58065,,,,
2023-06-10T18:33:23+05:30,133,98.50000,75.00000,1.61290,,,,
2023-06-10T18:33:40+05:30,134,98.50000,75.00000,2.58065,,,,
2023-06-10T18:33:57+05:30,135,98.50000,75.00000,0.96774,,,,
2023-06-10T18:34:15+05:30,136,98.50000,75.00000,0.96774,,,,
2023-06-10T18:34:33+05:30,137,98.50000,75.00000,1.93548,,,,
2023-06-10T18:34:50+05:30,138,98.50000,75.00000,0.64516,,,,
2023-06-10T18:35:08+05:30,139,98.50000,75.00000,1.93548,,,,
2023-06-10T18:35:25+05:30,140,98.50000,75.00000,0.32258,,,,
2023-06-10T18:35:40+05:30,141,98.50000,75.00000,2.58065,,,,
2023-06-10T18:35:58+05:30,142,98.50000,75.00000,4.19355,,,,
2023-06-10T18:36:15+05:30,143,98.50000,75.00000,2.25806,,,,
2023-06-10T18:36:32+05:30,144,98.50000,75.00000,4.19355,,,,
2023-06-10T18:36:49+05:30,145,98.50000,75.00000,0.32258,,,,
2023-06-10T18:37:07+05:30,146,98.50000,75.00000,0.32258,,,,
2023-06-10T18:37:24+05:30,147,98.50000,75.00000,0.00000,,,,
2023-06-10T18:37:42+05:30,148,98.50000,75.00000,1.93548,,,,
2023-06-10T18:38:00+05:30,149,98.50000,75.00000,1.93548,,,,
2023-06-10T18:38:18+05:30,150,98.50000,75.00000,3.22581,,,,
2023-06-10T18:38:35+05:30,151,98.50000,75.00000,0.32258,,,,
2023-06-10T18:38:53+05:30,152,98.50000,75.00000,2.58065,,,,
2023-06-10T18:39:10+05:30,153,98.50000,75.00000,0.96774,,,,
2023-06-10T18:39:27+05:30,154,98.50000,75.00000,1.29032,,,,
2023-06-10T18:39:44+05:30,155,98.50000,75.00000,0.00000,,,,
2023-06-10T18:40:00+05:30,156,98.50000,75.00000,2.58065,,,,
2023-06-10T18:40:17+05:30,157,98.50000,75.00000,2.58065,,,,
2023-06-11T15:52:42+05:30,158,98.50000,75.00000,0.00000,,,,
2023-06-11T15:52:59+05:30,159,98.50000,75.00000,1.61290,,,,
2023-06-11T15:53:16+05:30,160,98.50000,75.00000,2.25806,,,,
2023-06-11T16:05:01+05:30,161,98.00000,75.00000,0.00000,,,,
2023-06-11T16:05:17+05:30,162,98.00000,75.00000,0.00000,,,,
2023-06-11T16:05:32+05:30,163,98.00000,75.00000,51.29032,,,,
2023-06-11T16:05:48+05:30,164,98.00000,75.00000,0.00000,,,,
2023-06-11T16:06:03+05:30,165,98.00000,75.00000,0.00000,,,,
2023-06-11T16:06:19+05:30,166,98.00000,75.00000,0.00000,,,,
2023-06-11T16:06:34+05:30,167,98.00000,75.00000,0.00000,,,,
2023-06-11T16:06:50+05:30,168,98.00000,75.00000,0.00000,,,,
2023-06-11T16:07:05+05:30,169,98.00000,75.00000,0.00000,,,,
2023-06-11T16:07:20+05:30,170,98.00000,75.00000,0.00000,,,,
2023-06-11T16:07:36+05:30,171,98.00000,75.00000,0.00000,,,,
2023-06-11T16:07:51+05:30,172,98.00000,75.00000,0.00000,,,,
2023-06-11T16:08:07+05:30,173,98.00000,75.00000,0.00000,,,,
2023-06-11T16:08:22+05:30,174,98.00000,75.00000,0.00000,,,,
2023-06-11T16:08:37+05:30,175,98.00000,75.00000,0.00000,,,,
2023-06-11T16:08:53+05:30,176,98.00000,75.00000,0.00000,,,,
2023-06-11T16:09:08+05:30,177,98.00000,75.00000,0.00000,,,,
2023-06-11T16:09:23+05:30,178,98.00000,75.00000,0.00000,,,,
2023-06-11T16:09:39+05:30,179,98.00000,75.00000,0.00000,,,,
2023-06-11T16:09:54+05:30,180,98.00000,75.00000,0.00000,,,,
2023-06-11T16:10:10+05:30,181,98.00000,75.00000,0.00000,,,,
2023-06-11T16:10:25+05:30,182,98.00000,75.00000,0.00000,,,,
2023-06-11T16:10:41+05:30,183,98.00000,75.00000,0.00000,,,,
2023-06-11T16:11:25+05:30,184,100.00000,78.00000,0.00000,,,,
2023-06-11T16:11:41+05:30,185,95.00000,98.00000,0.00000,,,,
2023-06-11T16:11:56+05:30,186,98.00000,75.00000,0.00000,,,,
2023-06-11T16:12:11+05:30,187,96.00000,86.00000,0.00000,,,,
2023-06-11T16:12:45+05:30,188,100.00000,78.00000,0.00000,,,,
2023-06-11T16:13:02+05:30,189,102.00000,78.00000,1.29032,,,,
2023-06-11T16:13:19+05:30,190,100.00000,73.00000,0.00000,,,,
2023-06-11T16:13:36+05:30,191,102.00000,97.00000,1.61290,,,,
2023-06-11T16:13:54+05:30,192,98.00000,73.00000,1.93548,,,,
2023-06-11T16:14:30+05:30,193,97.93300,78.00000,0.64516,,,,
2023-06-11T16:14:48+05:30,194,95.71100,78.00000,16.12903,,,,
2023-06-11T16:15:05+05:30,195,97.91700,73.00000,0.00000,,,,
2023-06-11T16:15:23+05:30,196,96.55100,97.00000,48.38710,,,,
2023-06-11T16:15:39+05:30,197,95.36300,73.00000,35.48387,,,,
2023-06-11T16:15:58+05:30,198,96.19000,93.00000,61.29033,,,,
2023-06-11T16:16:15+05:30,199,96.10400,82.00000,54.19355,,,,
2023-06-11T16:16:33+05:30,200,95.11900,73.00000,50.96774,,,,
2023-06-11T16:16:50+05:30,201,95.35600,82.00000,49.35484,,,,
2023-06-11T16:17:07+05:30,202,97.78300,84.00000,37.74194,,,,
2023-06-11T16:17:24+05:30,203,97.42700,86.00000,0.00000,,,,
2023-06-11T16:17:42+05:30,204,97.33100,96.00000,13.22581,,,,
2023-06-11T16:17:59+05:30,205,97.15100,75.00000,10.00000,,,,
2023-06-11T16:18:17+05:30,206,96.27300,73.00000,68.06451,,,,
2023-06-11T16:18:34+05:30,207,95.40800,87.00000,38.06451,,,,
2023-06-11T16:18:52+05:30,208,95.38700,83.00000,107.74194,,,,
2023-06-11T16:19:24+05:30,209,97.93300,77.58128,79.67742,,,,
2023-06-11T16:19:41+05:30,210,95.71100,76.14861,90.00000,,,,
2023-06-11T16:19:59+05:30,211,97.91700,74.99889,1.93548,,,,
2023-06-11T16:20:16+05:30,212,96.55100,79.09402,0.00000,,,,
2023-06-11T16:20:35+05:30,213,95.36300,81.74614,0.96774,,,,
2023-06-11T16:20:56+05:30,214,96.19000,76.86659,1.29032,,,,
2023-06-11T16:21:14+05:30,215,96.10400,79.52516,0.96774,,,,
2023-06-11T16:21:29+05:30,216,95.49000,80.60977,1.93548,,,,
2023-06-11T16:21:48+05:30,217,96.59600,71.53123,1.61290,,,,
2023-06-11T16:22:03+05:30,218,95.50900,79.20223,0.96774,,,,
2023-06-11T16:22:21+05:30,219,96.19500,70.91947,0.00000,,,,
2023-06-11T16:22:39+05:30,220,97.51000,74.67209,1.93548,,,,
2023-06-11T16:22:57+05:30,221,95.43800,81.01145,1.29032,,,,
2023-06-11T16:23:16+05:30,222,97.75000,70.04446,1.29032,,,,
2023-06-11T16:23:33+05:30,223,95.14000,83.75278,0.00000,,,,
2023-06-11T16:23:50+05:30,224,95.08500,80.65508,5.48387,,,,
2023-06-11T16:24:08+05:30,225,97.66800,83.98788,1.61290,,,,
2023-06-11T16:24:25+05:30,226,97.30200,73.09241,1.29032,,,,
2023-06-11T16:24:42+05:30,227,97.92400,72.36569,1.93548,,,,
2023-06-11T16:25:00+05:30,228,95.06100,83.67029,1.93548,,,,
2023-06-11T16:25:18+05:30,229,96.31900,82.45413,1.93548,,,,
2023-06-11T16:25:35+05:30,230,95.73000,71.53847,0.00000,,,,
2023-06-11T16:25:53+05:30,231,97.74100,78.44845,0.96774,,,,
2023-06-11T16:26:10+05:30,232,97.21000,84.46149,0.96774,,,,
2023-06-11T16:26:27+05:30,233,97.59500,77.78698,1.93548,,,,
2023-06-11T16:26:45+05:30,234,97.39900,74.75918,1.29032,,,,
2023-06-11T16:27:02+05:30,235,95.93000,77.96844,0.00000,,,,
2023-06-11T16:27:19+05:30,236,96.45300,75.99798,1.29032,,,,
2023-06-11T16:27:38+05:30,237,95.11600,84.87558,1.61290,,,,
2023-06-11T16:27:55+05:30,238,97.15400,83.80958,1.93548,,,,
2023-06-11T16:28:13+05:30,239,97.29800,70.45634,1.61290,,,,
2023-06-11T16:28:30+05:30,240,96.47100,74.98138,0.96774,,,,
2023-06-11T16:28:48+05:30,241,96.40400,82.99679,1.93548,,,,
2023-06-11T16:29:05+05:30,242,96.34000,71.16672,0.00000,,,,
2023-06-11T16:29:23+05:30,243,95.33000,74.12175,1.61290,,,,
2023-06-11T16:29:38+05:30,244,96.13000,79.71588,1.93548,,,,
2023-06-11T16:29:56+05:30,245,96.69300,79.40514,0.00000,,,,
2023-06-11T16:30:13+05:30,246,96.21500,84.11979,0.96774,,,,
2023-06-11T16:30:30+05:30,247,95.50100,82.14162,1.93548,,,,
2023-06-11T16:30:49+05:30,248,96.21200,79.90372,1.61290,,,,
2023-06-11T16:31:06+05:30,249,96.36300,72.42636,0.00000,,,,
2023-06-11T16:31:23+05:30,250,97.35800,73.56289,1.29032,,,,
2023-06-11T16:31:41+05:30,251,96.43000,79.84094,0.96774,,,,
2023-06-11T16:31:58+05:30,252,95.58800,84.65261,1.61290,,,,
2023-06-11T16:32:16+05:30,253,95.00000,70.75080,1.61290,,,,
2023-06-11T17:55:41+05:30,254,97.93300,77.58128,0.00000,,,,
2023-06-11T17:55:58+05:30,255,95.71100,76.14861,1.61290,,,,
2023-06-11T17:56:16+05:30,256,97.91700,74.99889,23.87097,,,,
2023-06-11T17:56:33+05:30,257,96.55100,79.09402,0.00000,,,,
2023-06-11T17:56:51+05:30,258,95.36300,81.74614,1.29032,,,,
2023-06-11T17:57:08+05:30,259,96.19000,76.86659,0.00000,,,,
2023-06-11T17:57:25+05:30,260,96.10400,79.52516,0.00000,,,,
2023-06-11T17:57:42+05:30,261,95.11900,74.77306,1.61290,,,,
2023-06-11T17:58:00+05:30,262,95.35600,84.26079,1.29032,,,,
2023-06-11T17:58:17+05:30,263,97.78300,74.11858,0.00000,,,,
2023-06-11T17:58:34+05:30,264,97.42700,71.56351,1.61290,,,,
2023-06-11T17:58:51+05:30,265,97.33100,84.57055,1.29032,,,,
2023-06-11T17:59:08+05:30,266,97.15100,74.60424,1.29032,,,,
2023-06-11T17:59:26+05:30,267,96.27300,84.04837,0.00000,,,,
2023-06-11T17:59:44+05:30,268,95.40800,73.64532,1.61290,,,,
2023-06-11T18:00:04+05:30,269,96.21100,73.72966,1.29032,,,,
2023-06-11T18:00:21+05:30,270,95.67400,81.87698,0.00000,,,,
2023-06-11T18:00:38+05:30,271,97.40000,77.80326,1.29032,,,,
2023-06-11T18:00:56+05:30,272,97.21900,77.78341,1.29032,,,,
2023-06-11T18:01:14+05:30,273,97.36500,71.46020,1.29032,,,,
2023-06-11T18:01:31+05:30,274,97.99300,78.26009,1.29032,,,,
2023-06-11T18:01:48+05:30,275,95.69400,84.98421,0.00000,,,,
2023-06-11T18:02:05+05:30,276,96.64400,71.16455,1.29032,,,,
2023-06-11T18:02:22+05:30,277,95.41700,71.42670,1.61290,,,,
2023-06-11T18:02:39+05:30,278,97.05300,84.14101,1.29032,,,,
2023-06-11T18:02:57+05:30,279,95.72800,74.41183,1.61290,,,,
2023-06-11T18:03:14+05:30,280,95.60400,73.61646,1.29032,,,,
2023-06-11T18:03:32+05:30,281,97.83600,80.01755,1.29032,,,,
2023-06-11T18:03:49+05:30,282,97.71900,78.05868,1.29032,,,,
2023-06-11T18:04:07+05:30,283,97.47700,77.57651,0.00000,,,,
2023-06-11T18:04:25+05:30,284,95.70100,79.60236,1.29032,,,,
2023-06-11T18:04:44+05:30,285,96.62500,81.49879,1.29032,,,,
2023-06-11T18:05:01+05:30,286,95.39500,78.05740,1.61290,,,,
2023-06-11T18:05:18+05:30,287,97.89600,82.54919,0.00000,,,,
2023-06-11T18:05:36+05:30,288,97.71600,76.23799,1.29032,,,,
2023-06-11T19:58:30+05:30,289,97.93300,77.58128,0.00000,,,,
2023-06-11T19:58:47+05:30,290,95.71100,76.14861,1.61290,,,,
2023-06-11T19:59:05+05:30,291,97.91700,74.99889,1.29032,,,,
2023-06-11T19:59:45+05:30,292,97.93300,77.58128,0.00000,,,,
2023-06-11T20:00:02+05:30,293,95.71100,76.14861,1.29032,,,,
2023-06-11T20:00:20+05:30,294,97.91700,74.99889,1.29032,,,,
2023-06-11T20:00:38+05:30,295,96.55100,79.09402,1.61290,,,,
2023-06-11T20:00:55+05:30,296,95.36300,81.74614,1.29032,,,,
2023-06-11T20:01:29+05:30,297,97.93300,77.58128,0.00000,,,,
2023-06-11T20:01:47+05:30,298,95.71100,76.14861,1.29032,,,,
2023-06-11T20:02:03+05:30,299,96.16900,77.61327,1.29032,,,,
2023-06-11T20:02:18+05:30,300,95.54900,71.48476,1.29032,,,,
2023-06-11T20:02:36+05:30,301,95.94400,83.93295,1.29032,,,,
2023-06-11T20:02:54+05:30,302,96.92900,84.65827,1.29032,,,,
2023-06-11T20:03:10+05:30,303,96.62900,72.78590,1.61290,,,,
2023-06-11T20:03:29+05:30,304,95.25600,84.56126,1.29032,,,,
2023-06-11T20:03:45+05:30,305,96.69500,82.87778,0.00000,,,,
2023-06-11T20:04:00+05:30,306,95.35600,84.26079,1.29032,,,,
2023-06-11T20:04:18+05:30,307,97.78300,74.11858,1.29032,,,,
2023-06-11T20:04:36+05:30,308,97.42700,71.56351,1.29032,,,,
2023-06-11T20:04:54+05:30,309,97.33100,84.57055,1.61290,,,,
2023-06-11T20:05:12+05:30,310,97.15100,74.60424,1.61290,,,,
2023-06-11T20:05:29+05:30,311,96.27300,84.04837,1.29032,,,,
2023-06-11T20:05:47+05:30,312,95.40800,73.64532,1.29032,,,,
2023-06-11T20:06:04+05:30,313,95.38700,84.53433,1.61290,,,,
2023-06-11T20:06:21+05:30,314,95.67400,81.87698,1.29032,,,,
2023-06-11T20:06:39+05:30,315,97.40000,77.80326,1.61290,,,,
2023-06-11T20:06:58+05:30,316,97.21900,77.78341,1.29032,,,,
2023-06-11T20:07:16+05:30,317,97.36500,71.46020,1.29032,,,,
2023-06-11T20:07:31+05:30,318,95.65500,83.88475,1.29032,,,,
2023-06-11T20:07:49+05:30,319,96.24500,75.21795,1.29032,,,,
2023-06-11T20:08:07+05:30,320,96.64400,71.16455,1.29032,,,,
2023-06-11T20:08:22+05:30,321,97.21000,84.46149,1.61290,,,,
2023-06-11T20:08:41+05:30,322,97.59500,77.78698,1.29032,,,,
2023-06-11T20:08:58+05:30,323,97.39900,74.75918,1.29032,,,,
2023-06-11T20:09:17+05:30,324,95.93000,77.96844,1.29032,,,,
2023-06-11T20:09:34+05:30,325,96.45300,75.99798,1.29032,,,,
2023-06-11T20:09:52+05:30,326,95.11600,84.87558,1.29032,,,,
2023-06-11T20:10:09+05:30,327,97.15400,83.80958,1.29032,,,,
